id,text,label,subtype,category,language,delivery_mode,brand_used,sender_id,source,cluster_id,cluster_label
21,"Dear Vehicle Owner, Income Tax Dept e-Filing: You are eligible for a refund of Rs 2000. Kindly respond today itself, otherwise your account will be blocked. Click the link below and install the app to proceed.
it-refund-portal.info
IT_Refund_Portal.apk",spam,apk_fraud,govt_refund,en,link_apk,Income Tax Dept e-Filing,INFO-GOVT,synthetic_v2,4,direct_apk_4
28,"ICICI Bank Free Msg: Your bill is paid. Thanks, here's a little gift for you: bedy13.com/update",spam,link_fraud,fake_billing_link,en,link_only,,+91 8800XXXX12,synthetic_v2,4,direct_apk_4
40,"SBI Free Msg: Your bill is paid. Thanks, here's a little gift for you: cutt.ly/fakeapp",spam,link_fraud,fake_billing_link,en,link_only,,AX-PWRBIL,synthetic_v2,4,direct_apk_4
50,"Congratulations! You are eligible for a pre-approved offer of Rs 500 from HR Recruitment Cell. Kindly respond within 24 hours, otherwise your account will be blocked. Click the link below and install the app to proceed.
job-portal-apply.tk
Job_Portal.apk",spam,apk_fraud,loan_job,en,link_apk,HR Recruitment Cell,JD-ITAXRF,synthetic_v2,4,direct_apk_4
57,"அன்புள்ள வாடிக்கையாளர்,
Income Tax Department: You are eligible for a refund of Rs 750.
தயவுசெய்து உடனடியாக நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
Click and open the pdf file below and check your details.
[Forwarded] TaxRefund_IT.apk  14 MB . APK",spam,apk_fraud,govt_refund,ta,pdf_then_apk,Income Tax Department,INFO-GOVT,synthetic_v2,4,direct_apk_4
60,"Attention Customer, Your electricity bill of Rs 1500 with State Electricity Board is pending. Kindly respond within 3 days or legal action will be taken, otherwise your service will be suspended permanently. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,electricity,en,vishing_callback,State Electricity Board,INFO-GOVT,synthetic_v2,4,direct_apk_4
62,"INR 500 was debited from your SBI account. If this was NOT done by you, secure your account now. Kindly respond immediately, otherwise your service will be suspended permanently. Click the link below and install the app to proceed. sbi-secure-updat.in SBI_Secure.apk",spam,apk_fraud,bank_alert,en,link_apk,SBI,VK-LOANAP,synthetic_v2,4,direct_apk_4
79,"Dear Vehicle Owner, A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 1500. Challan Number: CH28562326. Please act within 3 days or legal action will be taken or legal action will be taken against you. Click and open the pdf file below and check your details.
[Forwarded] RTOCHALAN.apk  14 MB . APK",spam,apk_fraud,rto_challan,en,pdf_then_apk,RTO Traffic Police,VK-RTOGOV,synthetic_v2,4,direct_apk_4
88,"Dear Vehicle Owner, Your HDFC Bank KYC has expired and needs re-verification. Please act before midnight or your connection will be disconnected. There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process.
[Forwarded] HDFC_KYCUpdate.apk",spam,apk_fraud,bank_kyc,en,no_explicit_app_word,HDFC Bank,AD-NETFLX,synthetic_v2,4,direct_apk_4
91,"Dear Sir/Madam, Congratulations! You are eligible for a pre-approved offer of Rs 1500 from QuickLoan Finance. Please act before midnight or you will lose this offer. Click the link below and install the app to proceed.
quickloan-approve.xyz
Loan_Approval.apk",spam,apk_fraud,loan_job,en,link_apk,QuickLoan Finance,+91 8800XXXX12,synthetic_v2,4,direct_apk_4
106,"Dear Customer, Netflix: Your membership has expired. Please act today itself or legal action will be taken against you. Click the link below and install THE app to proceed. netflix-update-app.xyz Netflix_Update.apk",spam,apk_fraud,ott_subscription,en,link_apk,Netflix,AX-PWRBIL,synthetic_v2,4,direct_apk_4
116,"Dear Vehicle Owner, Your WhatsApp acount will be suspended due to unusual login activity. Please act before midnight or you will lose this offer. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,security_verify,en,vishing_callback,WhatsApp,+91 8800XXXX12,synthetic_v2,4,direct_apk_4
122,"Axis Bank Free Msg: Your bill is paid. Thanks, here's a little gift for you: E5NBU.XYZ/CLAIM",spam,link_fraud,fake_billing_link,en,link_only,,+91 8800XXXX12,synthetic_v2,4,direct_apk_4
125,"Dear Vehicle Owner, INR 25000 was debited from your RBL Bank account. If this was not done by you, secure your account now. Kindly respond within 3 days or legal action will be taken, otherwise you will lose this offer. There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process.
[Forwarded] RBL_Protect.apk",spam,apk_fraud,bank_alert,en,no_explicit_app_word,RBL Bank,VK-RTOGOV,synthetic_v2,4,direct_apk_4
139,"Your FedEx parcel with tracking code GB-6878-G67 could not be delivered due to incomplete address.
தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
கீழே உள்ள இணைப்பிலிருந்து ஆப்பை நிறுவவும்.
fedex-delivery-in.xyz
FedEx_Delivery.apk",spam,apk_fraud,courier,ta,link_apk,FedEx,VM-SBIBNK,synthetic_v2,4,direct_apk_4
156,"Dear User, Your DTDC Courier parcel with tracking code GB-2340-A38 could not be delivered due to incomplete address. Kindly respond immediately, otherwise your service will be suspended permanently. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,courier,en,vishing_callback,DTDC Courier,VK-INDPST,synthetic_v2,4,direct_apk_4
169,"Attention Customer, Your HDFC Bank KYC has expired and needs re-verification. Kindly respond today itself, otherwise your account will be blocked. Click the link below and install the app to proceed.
hdfc-kyc-update.info
HDFC_KYCUpdate.apk",spam,apk_fraud,bank_kyc,en,link_apk,HDFC Bank,+91 7700XXXX45,synthetic_v2,4,direct_apk_4
173,"Dear Customer, You have received a cashback of Rs 500 from Paytm Cashback. Kindly respond today itself, otherwise your connection will be disconnected. Please check the attached file for full details and open it to proceed.
[Forwarded] Paytm_Cashback.apk  14 MB . APK",spam,apk_fraud,upi_cashback,en,attached_file_no_link,Paytm Cashback,VM-SBIBNK,synthetic_v2,4,direct_apk_4
177,"Dear Vehicle Owner, INR 1000 was debited from your Paytm Payments Bank account. If this was not done by you, secure your account now. Kindly respond right now to avoid penalty, otherwise you will lose this offer. Click and open the pdf file below and check your details.
[Forwarded] Paytm_Secure.apk  14 MB . APK",spam,apk_fraud,bank_alert,en,pdf_then_apk,Paytm Payments Bank,INFO-GOVT,synthetic_v2,4,direct_apk_4
192,"Attention Customer, Your India Post parcel with tracking code GB-2719-G29 could not be delivered due to incomplete address. Kindly respond before midnight, otherwise you will lose this offer. Click and open the pdf file below and check your details.
[Forwarded] IndiaPost_Track.apk  14 MB . APK",spam,apk_fraud,courier,en,pdf_then_apk,India Post,VK-UPIRWD,synthetic_v2,4,direct_apk_4
198,"Dear Sir/Madam, You have received a cashback of Rs 200 from Paytm Cashback. Kindly respond immediately, otherwise your account will be blocked. Scan the QR code attached to this message to complete verification instantly.",spam,apk_fraud,upi_cashback,en,qr_code,Paytm Cashback,AX-PWRBIL,synthetic_v2,4,direct_apk_4
199,"Dear User, Your PNB KYC has expired and needs re-verification. Kindly respond before midnight, otherwise legal action will be taken against you. Click and open the pdf file below and check your details.
[Forwarded] PNB_eKYC.apk  14 MB . APK",spam,apk_fraud,bank_kyc,en,pdf_then_apk,PNB,VM-SBIBNK,synthetic_v2,4,direct_apk_4
202,"Dear Customer, Your HDFC Bank KYC has expired and needs re-verification. Please act before midnight or your connection will be disconnected. Please check the attached file for full details and open it to proceed.
[Forwarded] HDFC_KYCUpdate.apk  14 MB . APK",spam,apk_fraud,bank_kyc,en,attached_file_no_link,HDFC Bank,VK-RTOGOV,synthetic_v2,4,direct_apk_4
206,"Dear Customer, You have received a cashback of Rs 1000 from PhonePe Rewards. Please act right now to avoid penalty or your connection will be disconnected. Click and open the pdf file below and check your details.
[Forwarded] PhonePe_Reward.apk  14 MB . APK",spam,apk_fraud,upi_cashback,en,pdf_then_apk,PhonePe Rewards,JD-ITAXRF,synthetic_v2,4,direct_apk_4
211,"Your electricity bill of Rs 25000 with Power Distribution Co is pending.
தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
Click and open the pdf file below and check your details.
[Forwarded] PowerPay_App.apk  14 MB . APK",spam,apk_fraud,electricity,ta,pdf_then_apk,Power Distribution Co,VK-LOANAP,synthetic_v2,4,direct_apk_4
217,"Dear Vehicle Owner, Congratulations! You are eligible for a pre-approved offer of Rs 200 from InstaCredit.. Please act before midnight or legal action will be taken against you. Please check the attached file for full details and open it to proceed.
[Forwarded] InstaCredit.apk  14 MB . APK",spam,apk_fraud,loan_job,en,attached_file_no_link,InstaCredit,VK-INDPST,synthetic_v2,4,direct_apk_4
